Headline,Posted
"RIL to restructure textile business, offers VRS "," April 03, 2001"
Several companies bid for oil exploration ," April 01, 2001"
Sensex up 93 points ," March 29, 2001"
Sensex gains 59 points ," March 28, 2001"
Listless deals on BSE ," March 27, 2001"
Certainly not history ," March 25, 2001"
Minister quits over handling of relief? ," March 23, 2001"
Sensex up 119 points ," March 22, 2001"
Crisil ranking of mutual fund schemes ," March 22, 2001"
Challenges ahead for women ," March 19, 2001"
"Sensex on roller coaster ride, surrenders whopping 227 points "," March 14, 2001"
SEBI measures fail to halt Sensex dive ," March 13, 2001"
ED files status report on probe against RIL ," March 13, 2001"
When IT and ET met ," March 12, 2001"
Disappointing budget ," March 10, 2001"
Friendly hues ," March 05, 2001"
Bridegrooms Wanted ," March 03, 2001"
Developing the LCA ," March 03, 2001"
Bridegrooms Wanted ," March 02, 2001"
"New Zealand Bill, more in form than in substance "," March 01, 2001"
Bridegrooms Wanted ," March 01, 2001"
"New Zealand Bill, more in form than in substance "," March 01, 2001"
Bridegrooms Wanted ," March 01, 2001"
Bridegrooms Wanted ," February 28, 2001"
Bridegrooms Wanted ," February 27, 2001"
Bridegrooms Wanted ," February 26, 2001"
Bridegrooms Wanted ," February 25, 2001"
Bridegrooms Wanted ," February 24, 2001"
Bridegrooms Wanted ," February 23, 2001"
Further fall in Sensex ," February 23, 2001"
Bridegrooms Wanted ," February 22, 2001"
Keshubhai to seek support for rehabilitation ," February 22, 2001"
RIL signs MoA for LNG project in Iran ," February 22, 2001"
Bridegrooms Wanted ," February 21, 2001"
Stocks recover early losses ," February 20, 2001"
Bridegrooms Wanted ," February 20, 2001"
Contributors for Gujarat earthquake relief ," February 20, 2001"
Sustained buying in old economy stocks ," February 19, 2001"
Bridegrooms Wanted ," February 19, 2001"
Bridegrooms Wanted ," February 18, 2001"
"Govt. is committed to federalism, says PM "," February 17, 2001"
Old Anjar: a walk through past tense ," February 16, 2001"
Flood of relief materials makes Kutch people 'lazy' ," February 14, 2001"
A nuanced approach to public sector sale ," February 12, 2001"
An unusual public-private partnership ," February 11, 2001"
A nuanced approach to public sector sale ," February 12, 2001"
An unusual public-private partnership ," February 11, 2001"
Biotech firms getting busy ," February 11, 2001"
"Cement, PSE stocks in favour "," February 06, 2001"
Smoother sailing for shipping ," February 04, 2001"
Spurt in Reliance Industries sales ," February 01, 2001"
Hopes recede for survivors ," February 01, 2001"
"Reliance Petro earns Rs. 1,167 cr. profit "," February 01, 2001"
Stock prices buoyant on FII buying ," January 29, 2001"
Can Jharkhand be different? ," January 27, 2001"
Select shares rally on FII buying ," January 24, 2001"
Improving financial resources in universities ," January 23, 2001"
New possibilities ," January 21, 2001"
Emerging fuel options for automobiles ," January 18, 2001"
Benefits and costs of patents ," January 11, 2001"
New bank norms anticipate a restructured financial sector ," January 08, 2001"
Plastic patriotism ," January 07, 2001"
"Premji, Dhirubhai among Forbes' top 50 world billionaires "," January 05, 2001"
Web of fibre optic ," December 31, 2000"
Tantalising budgetary exercises ," December 28, 2000"
Snap 2000 - National ," December 28, 2000"
Scripted by the underworld ," December 24, 2000"
Infosys rated as best Indian corporate house ," December 21, 2000"
Negotiating change ," December 17, 2000"
Time of introspection for Sheila Govt. ," December 05, 2000"
On diesel consumption ," November 30, 2000"
"7,500 electronic kiosks for State "," November 29, 2000"
Monitor ," November 28, 2000"
Sale of two PSEs: More complex than usual ," November 27, 2000"
"IT sector: Rs. 2,240 cr. investment deals finalised "," November 26, 2000"
RIL nominees on BSES board ," November 26, 2000"
From colonial chaos to sustained growth - I ," November 23, 2000"
Secys. panel to hold talks with Suzuki on Maruti disinvestment ," November 19, 2000"
E-governing 'God's own country' ," November 16, 2000"
'Man of the Century' award for Dhirubhai Ambani ," November 09, 2000"
Will the rally be sustained? ," November 06, 2000"
'Man of the Century' award for Dhirubhai Ambani ," November 09, 2000"
Will the rally be sustained? ," November 06, 2000"
Computer literacy programme for 7500 M.P. schools ," November 04, 2000"
Spice Telecom's cellular service in Nepal ," November 04, 2000"
"Cyclicals hog limelight, Sensex up 87 points "," November 03, 2000"
"Stocks rally smartly, Sensex up 78 points "," November 02, 2000"
12 defaulting FM companies to forfeit earnest money ," November 01, 2000"
"RIL H1 sales cross Rs. 15,000 cr. "," November 01, 2000"
Addressing empirical anaemia ," November 01, 2000"
"Infosys, RIL lead recovery "," November 01, 2000"
Eliminating hunger ," October 31, 2000"
Woes of plastics processing units ," October 30, 2000"
Showcasing airlines for disinvestment ," October 26, 2000"
"Jayalalitha, Sasikala file appeals "," October 25, 2000"
The mirage of self-sufficiency ," October 24, 2000"
In black and white ," October 22, 2000"
SC upholds award of oilfields contract ," October 20, 2000"
Insurance: entry of foreign players ," October 19, 2000"
'N-power programme proceeding well' ," October 18, 2000"
Bombay Dyeing: An unwanted investor ," October 18, 2000"
Competition hots up in two-wheeler segment ," October 16, 2000"
State in for bad financial times ," October 15, 2000"
RIL hikes polymer prices ," October 04, 2000"
Jet Airways restrained from bidding for IA ," September 30, 2000"
RIL hikes polymer prices ," October 04, 2000"
Jet Airways restrained from bidding for IA ," September 30, 2000"
Old economy stocks lead Sensex fall ," September 29, 2000"
"Stocks stage recovery, Sensex up 74 points "," September 28, 2000"
Quality of growth matters: World Bank ," September 28, 2000"
SC upholds HC verdict in dismissal case ," September 21, 2000"
No third oil shock for Japan ," September 20, 2000"
Market will continue to be range-bound ," September 18, 2000"
Fighting the plastic virus ," September 17, 2000"
Irregular movements on BSE ," September 15, 2000"
RPL seeks rights to market petroproducts ," September 14, 2000"
Govt. not obsessed with IT: Deshpande ," September 09, 2000"
"Pharma scrips to the fore, Sensex up 23 points "," September 08, 2000"
United Phosphorous gets A ," September 07, 2000"
Buying in Reliance helps Sensex rally ," September 07, 2000"
Futures trading to contain oil price risks ," August 31, 2000"
ED asked to file status report on probe against RIL ," August 25, 2000"
Centre should convene NIC meet: CM ," August 16, 2000"
RIL's instruments get triple A from Crisil ," August 10, 2000"
FIs' role in open offers ," August 03, 2000"
Under-utilisation of land has not been addressed ," August 01, 2000"
Bourses may witness narrow movements ," July 31, 2000"
Autodesk to cater to enterprise GIS ," July 31, 2000"
RPL exports fetch Rs. 479 crores ," July 31, 2000"
'Implead Finance Ministry in PIL against Reliance' ," July 28, 2000"
Sensex drops 112 points on weakening rupee ," July 22, 2000"
"RIL establishes corporate record, Q1 net exceeds Rs. 600 cr. "," July 21, 2000"
Infrastructure growth improves ," July 21, 2000"
Reliance to invest in horticulture in Gulbarga Dt. ," July 20, 2000"
IPCL to exit from two JVs ," July 18, 2000"
Disinvestment of PSEs: Delay may dampen sentiment ," July 17, 2000"
"Cyclical, FMCG stocks come to rescue "," July 17, 2000"
Motorcycles lead two-wheeler boom ," July 16, 2000"
Total e-governance in a year: Naidu ," July 15, 2000"
Heavy rain brings hope ," July 14, 2000"
Say goodbye to those bandwidth blues! ," July 13, 2000"
Telecom PSEs have lion's share in valuation: survey ," July 11, 2000"
Poverty elimination a major goal ," July 09, 2000"
Promoting science & technology - I ," July 03, 2000"
A communication windfall awaits T.N. ," June 29, 2000"
Potential benefits for humankind ," June 29, 2000"
"Turnaround in RIL, HLL scrips buoys Sensex "," June 23, 2000"
Late rally on Lyons Range ," June 19, 2000"
Gates still the richest man - Forbes ," June 17, 2000"
SPIC to hasten process of hive-offs ," June 15, 2000"
"RIL's infocom initiative, to invest Rs. 14,000 cr. "," June 14, 2000"
Monitor ," June 13, 2000"
Reliance clarifies accounting method ," June 13, 2000"
FICCI reservations over Companies Amendment Bill ," June 10, 2000"
Kirloskar Multimedia plans IPO ," June 09, 2000"
Gujarat move to bar students from other States ," June 08, 2000"
Kunte is king ," June 07, 2000"
Thipsay might still make it to the Indian team ," June 06, 2000"
Ganguly scores a sparkling win ," June 05, 2000"
Sriram Jha outwits Ravi Hegde ," June 04, 2000"
A shot in the arm for Ganguly ," June 03, 2000"
Abhijit holds the aces ," June 02, 2000"
Kunte stops Vishal in his tracks ," June 01, 2000"
"Sasikiran, Thipsay sound a warning "," May 31, 2000"
"Rs. 7,600-cr. Annual Plan for Gujarat finalised "," May 30, 2000"
Kunte outplays Lanka Ravi ," May 29, 2000"
Dibyendu Barua overcomes Lanka Ravi ," May 28, 2000"
Harikrishna posts a brilliant win ," May 27, 2000"
ESCAP survey sees bright short term economic prospects for India ," May 24, 2000"
FDI or fast depleting independence? ," May 24, 2000"
Barua bests Thipsay in battle of GMs ," May 24, 2000"
Projects to lay fibre optic cables on offer ," May 23, 2000"
Another masterly display by Kunte ," May 23, 2000"
Bearish trend persists on bourses ," May 22, 2000"
Kunte goes into lead ," May 22, 2000"
"Barua, Thipsay & Sasikiran stunned "," May 21, 2000"
Fighting draws order of the day ," May 20, 2000"
Fighting draws order of the day ," May 20, 2000"
"Workmanlike wins for Thipsay, Kunte "," May 19, 2000"
Promoting indigenous technology ," May 18, 2000"
RIL acquires stake in DCL Poly ," May 18, 2000"
"Naidu calls for ''leaner, techno-savvy'' Govt. "," May 09, 2000"
Global oil prices rise again ," May 08, 2000"
Debating drought ," May 04, 2000"
NYSE listing norms more stringent than Nasdaq's ," April 28, 2000"
Naval ship to carry water to Gujarat ," April 27, 2000"
Janus Capital garners 5.64 p.c. stake in RIL ," April 26, 2000"
Reliance - always in the news ," April 24, 2000"
Bourses may remain volatile ," April 24, 2000"
RIL to partner in Ib Valley power project ," April 20, 2000"
Creeping acquisition along with buy-back: Ambani ," April 20, 2000"
Bear hammering pushes down Sensex ," April 20, 2000"
Monitor ," April 20, 2000"
Reliance profit up 41 per cent ," April 19, 2000"
In the shadow of Nasdaq ," April 17, 2000"
Learn from the 'Gemba' - Kaizen guru ," April 17, 2000"
Youth and dignity of life ," April 15, 2000"
Our nuclear industry ," April 14, 2000"
Stock prices crash on Nasdaq downslide ," April 14, 2000"
"RIL to spend Rs. 1,100 cr. on buy back of shares "," April 13, 2000"
N. Korea's 'downpayment' raises questions ," April 12, 2000"
Sensex spurts on institutional buying ," April 11, 2000"
A tumultuous week for the bourses ," April 10, 2000"
Sensex zooms 352 points ," April 08, 2000"
Ambanis eye South for IT foray ," April 08, 2000"
Bid to cash in on Mahi water project ," April 07, 2000"
Economy stocks gaining momentum on bourses ," April 03, 2000"
Disinvestment not 'distress sale': PM ," April 02, 2000"
Exim policy favours MNCs: Left ," April 02, 2000"
RIL results on April 18 ," April 01, 2000"
"RIL, HLL shine, but Sensex down 62 points "," March 31, 2000"
Spate of interims ," March 31, 2000"
Simultaneous access to Internet and telephone may soon become a reality ," March 30, 2000"
RIL stimulates fresh interest in economy stocks ," March 29, 2000"
"Plea against RIL: CBI, ED get more time for reply "," March 28, 2000"
Wahid for self-reliance in arms ," March 27, 2000"
S&P revises India outlook on foreign currency ," March 22, 2000"
Monitor ," March 21, 2000"
Kotharis opt for out-of-court settlement ," March 10, 2000"
Are successful joint ventures possible? ," March 08, 2000"
Restoring fiscal health a prerequisite ," February 29, 2000"
Survey helps late recovery on BSE ," February 29, 2000"
Little choice for Mr. Sinha ," February 23, 2000"
Weaving a legacy ," February 21, 2000"
Cautious approach on bourses ," February 21, 2000"
Dalmia Cements' strategy to stay afloat ," February 18, 2000"
Corporates in the competitive order ," February 16, 2000"
Revamping the data system ," February 15, 2000"
Bull run halted on BSE ," February 15, 2000"
7 firms interested in airport project ," February 12, 2000"
New hydrocarbon policy soon ," February 10, 2000"
FAQs of the matter: Questions answered on career concerns: ," February 09, 2000"
Late recovery on Lyons Range ," February 07, 2000"
More than their due ," February 06, 2000"
Entering the information age ," February 05, 2000"
FDI worth Rs. 402 cr. cleared ," February 04, 2000"
Centre working for 'zero' sales tax on IT products ," February 03, 2000"
