Headline,Posted
RIL's Q1 performance supports credit profile: Moody's,"July 23, 2014"
Indian firms' overseas borrowing declines by 3% in June,"July 23, 2014"
RIL shares rise 2 per cent on better earnings,"July 21, 2014"
Sensex rises to 2-week high on robust bluechip earnings,"July 21, 2014"
Govt may move SC on third arbitrator in RIL case,"July 21, 2014"
RIL net profit rises 13.7% on higher refining margins,"July 19, 2014"
CAG condemns govt fuel pricing policy,"July 19, 2014"
RIL shares end lower ahead of earnings,"July 18, 2014"
Reliance Industries operating profit may lag estimates,"July 18, 2014"
China posts strong 7.5% growth in June quarter,"July 16, 2014"
Oil ministry to move Cabinet for RIL to retain gas finds,"July 16, 2014"
Gas output: Additional $579 mn penalty imposed on RIL,"July 14, 2014"
"Sensex closes 17 points lower, drops for 5th day","July 14, 2014"
Leaderspeak: Dow Chemical CEO Vipul Shah,"July 17, 2014"
VENTiT: Boxes that allow warm but not soggy pizzas,"July 17, 2014"
"From the Managing Editor: Aug 3, 2014","July 16, 2014"
"Workplace transformation, people take front seat at RIL","July 21, 2014"
India's top employers 2013: Branding makes a difference,"July 16, 2014"
"Sensex, Nifty plunge on profit-taking, Infosys rises","July 11, 2014"
"Sensex crosses 26K mark, Nifty hits new high ahead of Budget","July 07, 2014"
Companies look to pay off debt with market riding Modi wave,"July 07, 2014"
Investors expect Budget to be fiscally prudent,"July 05, 2014"
SAT upholds Rs 11-crore Sebi fine on Reliance Industries,"July 01, 2014"
Should you make your equity fund portfolio more aggressive?,"July 01, 2014"
RIL to defer investments in developing newer fields,"June 30, 2014"
SAT upholds insider trading penalty on RIL unit,"June 30, 2014"
People who made news this past fortnight,"July 16, 2014"
Why India is slowly turning to Iran for crude oil supplies,"July 15, 2014"
Piyush Goyal picks holes in UPA gas formula,"June 28, 2014"
Shares of gas explorers slump after govt defers gas price hike,"June 26, 2014"
Govt to slap additional penalty of $578 million on RIL,"June 25, 2014"
Investment in Reliance Jio credit negative for RIL: Moody's,"June 23, 2014"
Iraq crisis will lead to spike in inflation: Mukesh Ambani,"June 20, 2014"
UP govt steps up investment drive,"June 19, 2014"
RIL aiming at doubling its retail business',"June 19, 2014"
Gas price hike: Ambani says RIL will win public trust,"June 18, 2014"
Nita Ambani becomes first woman director on RIL board,"June 18, 2014"
RJio to commercially launch 4G services in 2015,"June 18, 2014"
Reliance to invest Rs 1.8 lakh crore in next 3 years,"June 18, 2014"
"Sensex slips to over 10-day low on high inflation, weak rupee","June 16, 2014"
Jewellery retailers push ahead with ambitious expansion plans,"June 20, 2014"
"Sensex falls 348 points on high oil prices, profit booking","June 13, 2014"
"Essel, Reliance Jio, 18 others plan to invest Rs 39K cr in UP","June 12, 2014"
Govt may appoint panel to devise simple gas pricing formula,"June 12, 2014"
Reliance Jio appoints former BlackBerry MD as President,"June 10, 2014"
OilMin aims for balance on gas price hike issue,"June 10, 2014"
Power crisis: Govt to divert gas from Dabhol plant to Delhi,"June 10, 2014"
Sensex ends flat after hitting new life-time high,"June 10, 2014"
Ambani Brothers begin a new yatra,"June 07, 2014"
Government nod for new gas price from July 1,"June 06, 2014"
"RIL open offers for Network18, others on July 21","June 05, 2014"
Govt may not implement gas price hike retrospectively,"June 04, 2014"
Sensex snaps two-day rally on profit-booking,"June 04, 2014"
JP Morgan downgrades RIL to 'neutral',"June 04, 2014"
Sensex closes at record high as RBI cuts SLR,"June 03, 2014"
Reliance Jio seeks to merge telco units,"June 03, 2014"
Land acquisition will be among Modi's biggest challenges,"June 04, 2014"
RIL to acquire controlling stake in Network 18,"May 30, 2014"
BSE Sensex logs biggest drop in 4 months,"May 29, 2014"
SC allows RIL's plea of arbitration in London,"May 28, 2014"
Billionaires turn up in full force at Modi's coronation,"May 27, 2014"
Sensex falls 167 pts from record on profit-booking,"May 27, 2014"
Reliance 'saddened' by ONGC chief's 'theft' remarks,"May 24, 2014"
Reliance Retail pledges gold for loan,"May 23, 2014"
"Reliance Industries aims to raise Rs 10,000 cr in debt","May 22, 2014"
"ONGC losing focus, says OilMin's brief to Modi govt","May 22, 2014"
Mukesh Ambani keeps salary capped at Rs 15 crore,"May 21, 2014"
Sensex snaps four-day rally on profit-booking,"May 21, 2014"
Long wait for NSEL investors to get back their money,"May 20, 2014"
Triple As on a roll as BJP sweeps polls,"May 17, 2014"
Nita Ambani to be appointed to RIL board,"May 16, 2014"
Why and how the market bets on Gautam Adani,"May 16, 2014"
RIL shares shoot up 9 per cent on BJP's lead,"May 16, 2014"
"Sensex crosses 25,000 pts on Modi wave, retreats later","May 16, 2014"
"Reliance Jio, Tower Vision sign infra sharing pact","May 15, 2014"
How the markets reacted through counting day,"May 16, 2014"
Sensex cools off and Nifty flattens,"May 15, 2014"
Ambanis' Antilia world's most 'outrageously' expensive home,"May 14, 2014"
New gas rates to be applicable from Apr 1: RIL,"May 14, 2014"
"Sensex snaps record-setting spree, down 56 pts on caution","May 14, 2014"
Sensex closes shy of 24K level on exit polls forecast,"May 13, 2014"
RIL shares rally on gas price arbitration plans,"May 12, 2014"
Gas pricing issue: RIL serves arbitration notice to govt,"May 10, 2014"
No coercive steps on gas pricing FIR: Delhi HC,"May 10, 2014"
"Sensex crosses 23,000 points on BJP win hopes ","May 09, 2014"
"Gas price formula: Moily, ministry officials differ over implementation","May 08, 2014"
ICICI Bank most popular stock among equity MFs,"May 08, 2014"
"India has 54 of world's largest, most powerful public cos","May 08, 2014"
RIL seeks joint tech studies to resolve gas dispute with ONGC,"May 06, 2014"
Sensex rises 63 pts to close at one-week high,"May 06, 2014"
Oil ministry returns RIL Rs 509- crore guarantee,"May 05, 2014"
Sensex snaps 5-day fall on value buying,"May 05, 2014"
FIIs continue to be bullish on IT services companies,"May 05, 2014"
RIL's Rs 509 cr bank guarantee returned by Oil Ministry,"May 04, 2014"
Upcoming infra projects may provide a breather to new govt,"May 15, 2014"
RCom to pull discounts as Q4 profit nearly halves,"May 03, 2014"
Gas pricing row: RIL moves Delhi HC for quashing of FIR,"May 02, 2014"
Moily orders gas price rises be backdated to April 1,"May 02, 2014"
Moily attacks Dasgupta for malicious campaign on gas price,"May 01, 2014"
Rotating auditor rule to impact companies,"April 30, 2014"
"Sensex falls on profit booking, weak global cues","April 30, 2014"
RIL asks Oil Ministry to announce new gas price on May 13,"April 29, 2014"
Gautam Adani says got no special favours from Modi,"April 28, 2014"
13 stocks that have been rising for the past 10 years,"May 23, 2014"
"LIC sells shares worth Rs 6,300 cr in Sensex firms ","April 24, 2014"
RIL raises $550 mn from Japanese banks,"April 23, 2014"
Mukesh Ambani is wealthiest Indian cricket team owner',"April 23, 2014"
"Sensex closes at new high, profit booking likely ","April 23, 2014"
Retailers look to global firms for best practices,"April 22, 2014"
"Reliance Jio to access 11,000 ATC towers","April 22, 2014"
Natural gas pricing issue invokes PMO's attention,"April 21, 2014"
PMO seeks status report on natural gas pricing,"April 21, 2014"
"Leela Group to sell Delhi, Chennai hotels to cut debt","April 21, 2014"
Reliance Jio enters tower lease pact with ATC India,"April 21, 2014"
Sensex closes at record high on robust earnings,"April 21, 2014"
"Scale, frugal costing help Reliance Retail's turn-around","April 20, 2014"
Why UP fares poorly on socio-economic parameters,"April 22, 2014"
Weekly roundup: Sensex ends flat in truncated week,"April 19, 2014"
"RIL 1st private firm to post annual sales of Rs 400,000 cr","April 19, 2014"
Reliance Industries net profit rises 0.8 per cent in Q4,"April 18, 2014"
"RIL reports Rs 5,631 crore profit in Q4 ","April 18, 2014"
BSE Sensex surges 351 points on value buying,"April 17, 2014"
No favour from govt in KG basin: RIL to SC,"April 16, 2014"
Vodafone guns for glory in India with $3 bn gambit,"April 23, 2014"
Sensex slumps 207 points to over two-week closing low,"April 16, 2014"
Reliance Jio reports net loss of Rs 6.45 cr for H2,"April 16, 2014"
Reliance Industries is a parallel state: Former West Bengal governor,"April 15, 2014"
End to crony auditing,"April 15, 2014"
Oil ministry to move Cabinet to allow RIL to retain gas finds,"April 15, 2014"
RIL Silvassa polyester plant starts production,"April 15, 2014"
Oil ministry for flexible exploration norms,"April 15, 2014"
Sensex closes 144 pts lower on profit-booking,"April 15, 2014"
Infosys and TCS results will dictate the market trend,"April 15, 2014"
"ONGC, RIL look for expert to end gas row","April 14, 2014"
"Q4 earnings, inflation data to drive markets this week'","April 14, 2014"
Sensex closes 86 pts lower ahead of IIP data,"April 11, 2014"
ONGC Videsh to get stake in Myanmar oil and gas block,"April 08, 2014"
Sensex falls 149 pts on profit-booking; IT stocks hit,"April 04, 2014"
BSE Sensex ends 6-day rally on profit booking,"April 03, 2014"
Ten investment strategies and why they may not work,"April 14, 2014"
RIL gets $500 mn financing from Canada agency,"April 02, 2014"
SC withdraws Spigelman as arbitrator in RIL-Centre dispute,"April 02, 2014"
Sensex closes at new high on foreign fund inflows,"April 02, 2014"
Sensex closes at all-time high on RBI policy,"April 01, 2014"
RIL to keep supplying gas to fertiliser firms: Govt,"April 01, 2014"
Oil and gas companies' stocks will pay in the long run',"April 30, 2014"
"Modi wrote to Centre to hike gas price to help Ambani, says Kejriwal","March 31, 2014"
"Sensex ends fiscal at record closing high of 22,386 points ","March 31, 2014"
DGCA to watch air charter firms flying politicians,"March 31, 2014"
"Congress' heart beats for RIL, says AAP","March 29, 2014"
RIL to sell KG-D6 gas at current price from Apr 1',"March 28, 2014"
"Sensex, Nifty better peak levels on foreign fund flows","March 28, 2014"
"Sensex rises to 22,214 points on FIIs inflows","March 27, 2014"
"SC asks govt to probe Rs 6,500-cr investment in RIL","March 27, 2014"
Poll code may hit natural gas pricing formula,"March 26, 2014"
"Sensex, Nifty hit fresh record high on capital inflows","March 26, 2014"
Govt examining EC order to defer doubling of gas prices,"March 25, 2014"
Promoter and HR leadership should trust each other',"March 25, 2014"
Stricter DGCA rules for jets ferrying VIPs,"March 25, 2014"
EC steps on the gas against price hike,"March 25, 2014"
"Sensex closes flat, Nifty climbs to fresh high","March 25, 2014"
EC seeks details from govt on proposed gas price hike,"March 24, 2014"
Reliance's grounded aircraft gets DGCA clearance,"March 24, 2014"
"RIL changes contracts, price to rise 10% ","March 23, 2014"
Managing the human Factor,"March 25, 2014"
Hike in natural gas prices may compound power problem,"March 22, 2014"
Sensex edges up in thin trade during special session,"March 22, 2014"
"RIL says gas price hike not to affect cost of LPG, food items","March 21, 2014"
Sensex erases early gains to close almost flat,"March 21, 2014"
Perseverance pays for Mukesh Ambani's retail foray,"March 20, 2014"
"BP, Niko to formally join RIL arbitration against govt","March 19, 2014"
"Choppy Sensex ends flat, IT stocks under pressure","March 19, 2014"
"Sensex, Nifty recede after touching new lifetime highs","March 18, 2014"
Reliance Jio signs tower leasing pact with Viom Networks,"March 18, 2014"
Sensex closes 81 pts lower; Infosys falls on weak growth outlook,"March 13, 2014"
AAP allegations factually incorrect: RIL,"March 12, 2014"
"Sensex snaps five-day rally, closes 108 pts lower","March 11, 2014"
"HC sends notices to RIL, AP govt, Centre on KG-basin issue","March 10, 2014"
Events that made news this fortnight,"March 13, 2014"
RIL gas discoveries approved without appraisal: CAG,"March 10, 2014"
"Sensex breaches 22,000 mark; Nifty also hits new peak","March 10, 2014"
Reliance Jio raises Rs 10K cr via non-convertible debentures,"March 08, 2014"
"A month ahead of polls, Sensex ends shy of 22,000 pts","March 07, 2014"
"Sensex closes at lifetime high, Nifty crosses 6,400 level","March 06, 2014"
ONGC's new chief bets on overseas unit for growth,"March 05, 2014"
"Reliance Jio, Bharti Infratel sign tower sharing deal","March 04, 2014"
"ONGC to earn Rs 16,000 cr more from gas price hike","March 04, 2014"
Bill Gates regains world's richest man title: Forbes,"March 04, 2014"
Auction winners to be allocated spectrum by May: DoT,"March 03, 2014"
India home to 70 billionaires; Mukesh Ambani richest,"March 03, 2014"
AAP manifesto to focus on crony capitalism,"February 28, 2014"
Are stocks trading below their book value a good bet?,"March 06, 2014"
New banking licences: Jalan panel submits report to RBI,"February 25, 2014"
"Reliance Industries pumps in Rs 7,500 crore into 4G arm","February 25, 2014"
RIL's KG-D6 contract can't be terminated: Moily tells PM,"February 24, 2014"
Reliance Jio expected to launch 4G services by Sept,"February 24, 2014"
Book review: Healer,"February 26, 2014"
Kejriwal asks Modi to come clean on gas pricing,"February 22, 2014"
Cairn India embarks on ambitious exploration journey,"February 27, 2014"
Shaw replaces Mukesh Ambani as IIM-B board chairperson,"February 19, 2014"
"Mukesh Ambani does not run govt, says Chidambaram","February 18, 2014"
"Tata ranked India's most valuable brand, Apple tops list","February 18, 2014"
Reliance Industries 'eyes' Videocon 2G licences,"February 15, 2014"
Moily says no going back on gas price hike decision,"February 14, 2014"
